9
0
62
-2404.625	1424.709	-0.920
-2412.733	1418.855	-0.520
-1232.076	-199.145	-0.920
-1240.184	-204.999	-0.520
-1214.514	-223.467	-0.920
-1222.621	-229.321	-0.520
-1198.122	-246.167	-0.920
-1206.230	-252.021	-0.520
-1179.389	-272.111	-0.920
-1187.496	-277.965	-0.520
-1177.047	-275.354	-0.920
-1185.155	-281.208	-0.520
-1161.827	-296.432	-0.920
-1169.934	-302.287	-0.035
-1153.329	-308.214	-0.920
-1161.330	-314.212	-0.040
-1136.104	-330.366	-0.920
-1143.854	-336.685	-0.050
-1131.751	-335.452	-0.920
-1139.236	-342.083	-0.053
-1118.858	-349.514	-0.920
-1126.014	-356.499	-0.053
-1099.525	-368.154	-0.920
-1106.202	-375.598	-0.053
-1079.091	-385.205	-0.920
-1085.220	-393.107	-0.053
-1057.493	-400.755	-0.920
-1063.042	-409.074	-0.053
-1034.840	-414.723	-0.920
-1039.781	-423.417	-0.053
-1011.247	-427.039	-0.920
-1015.556	-436.063	-0.053
-986.836	-437.640	-0.920
-990.490	-446.948	-0.053
-961.731	-446.471	-0.920
-964.711	-456.017	-0.053
-936.060	-453.489	-0.920
-938.350	-463.223	-0.053
-909.953	-458.656	-0.920
-911.543	-468.529	-0.053
-883.586	-461.943	-0.920
-884.459	-471.905	-0.053
-855.537	-463.366	-0.920
-855.688	-473.365	-0.053
-829.842	-462.817	-0.920
-829.406	-472.807	-0.044
-821.094	-462.221	-0.920
-820.367	-472.195	-0.040
-806.054	-461.034	-0.920
-805.268	-471.003	-0.035
-780.135	-458.988	-0.920
-779.348	-468.957	-0.520
-776.147	-458.674	-0.920
-775.361	-468.643	-0.520
-744.246	-456.157	-0.920
-743.460	-466.126	-0.520
-716.333	-453.954	-0.920
-715.547	-463.923	-0.520
-686.426	-451.594	-0.920
-685.639	-461.563	-0.520
470.957	-360.268	-0.920
471.743	-370.237	-0.520
60
0	0.00000	0.00000
1	2.00001	0.00000
3	2.00001	400.58829

0	0.00000	0.00000
3	2.00001	400.58829
2	0.00000	400.58829

2	0.00000	400.58829
3	2.00001	400.58829
5	2.00001	406.58829

2	0.00000	400.58829
5	2.00001	406.58829
4	0.00000	406.58829

4	0.00000	406.58829
5	2.00001	406.58829
7	2.00001	412.18829

4	0.00000	406.58829
7	2.00001	412.18829
6	0.00000	412.18829

6	0.00000	412.18829
7	2.00001	412.18829
9	2.00001	418.58823

6	0.00000	412.18829
9	2.00001	418.58823
8	0.00000	418.58823

8	0.00000	418.58823
9	2.00001	418.58823
11	2.00001	419.38824

8	0.00000	418.58823
11	2.00001	419.38824
10	0.00000	419.38824

10	0.00000	419.38824
11	2.00001	419.38824
13	2.00001	424.58829

10	0.00000	419.38824
13	2.00001	424.58829
12	0.00000	424.58829

12	0.00000	424.58829
13	2.00001	424.58829
15	2.00001	427.69839

12	0.00000	424.58829
15	2.00001	427.69839
14	0.00000	427.69839

14	0.00000	427.69839
15	2.00001	427.69839
17	2.00001	433.77881

14	0.00000	427.69839
17	2.00001	433.77881
16	0.00000	433.77881

16	0.00000	433.77881
17	2.00001	433.77881
19	2.00001	435.58609

16	0.00000	433.77881
19	2.00001	435.58609
18	0.00000	435.58609

18	0.00000	435.58609
19	2.00001	435.58609
21	2.00001	439.95688

18	0.00000	435.58609
21	2.00001	439.95688
20	0.00000	439.95688

20	0.00000	439.95688
21	2.00001	439.95688
23	2.00001	446.08820

20	0.00000	439.95688
23	2.00001	446.08820
22	0.00000	446.08820

22	0.00000	446.08820
23	2.00001	446.08820
25	2.00001	452.22968

22	0.00000	446.08820
25	2.00001	452.22968
24	0.00000	452.22968

24	0.00000	452.22968
25	2.00001	452.22968
27	2.00001	458.37125

24	0.00000	452.22968
27	2.00001	458.37125
26	0.00000	458.37125

26	0.00000	458.37125
27	2.00001	458.37125
29	2.00001	464.51285

26	0.00000	458.37125
29	2.00001	464.51285
28	0.00000	464.51285

28	0.00000	464.51285
29	2.00001	464.51285
31	2.00001	470.65436

28	0.00000	464.51285
31	2.00001	470.65436
30	0.00000	470.65436

30	0.00000	470.65436
31	2.00001	470.65436
33	2.00001	476.79596

30	0.00000	470.65436
33	2.00001	476.79596
32	0.00000	476.79596

32	0.00000	476.79596
33	2.00001	476.79596
35	2.00001	482.93744

32	0.00000	476.79596
35	2.00001	482.93744
34	0.00000	482.93744

34	0.00000	482.93744
35	2.00001	482.93744
37	2.00001	489.07901

34	0.00000	482.93744
37	2.00001	489.07901
36	0.00000	489.07901

36	0.00000	489.07901
37	2.00001	489.07901
39	2.00001	495.22055

36	0.00000	489.07901
39	2.00001	495.22055
38	0.00000	495.22055

38	0.00000	495.22055
39	2.00001	495.22055
41	2.00001	501.36392

38	0.00000	495.22055
41	2.00001	501.36392
40	0.00000	501.36392

40	0.00000	501.36392
41	2.00001	501.36392
43	2.00001	507.81012

40	0.00000	501.36392
43	2.00001	507.81012
42	0.00000	507.81012

42	0.00000	507.81012
43	2.00001	507.81012
45	2.00001	513.62341

42	0.00000	507.81012
45	2.00001	513.62341
44	0.00000	513.62341

44	0.00000	513.62341
45	2.00001	513.62341
47	2.00001	515.71002

44	0.00000	513.62341
47	2.00001	515.71002
46	0.00000	515.71002

46	0.00000	515.71002
47	2.00001	515.71002
49	2.00001	518.79651

46	0.00000	515.71002
49	2.00001	518.79651
48	0.00000	518.79651

48	0.00000	518.79651
49	2.00001	518.79651
51	2.00001	523.99646

48	0.00000	518.79651
51	2.00001	523.99646
50	0.00000	523.99646

50	0.00000	523.99646
51	2.00001	523.99646
53	2.00001	524.79651

50	0.00000	523.99646
53	2.00001	524.79651
52	0.00000	524.79651

52	0.00000	524.79651
53	2.00001	524.79651
55	2.00001	531.19647

52	0.00000	524.79651
55	2.00001	531.19647
54	0.00000	531.19647

54	0.00000	531.19647
55	2.00001	531.19647
57	2.00001	536.79651

54	0.00000	531.19647
57	2.00001	536.79651
56	0.00000	536.79651

56	0.00000	536.79651
57	2.00001	536.79651
59	2.00001	542.79651

56	0.00000	536.79651
59	2.00001	542.79651
58	0.00000	542.79651

58	0.00000	542.79651
59	2.00001	542.79651
61	2.00001	774.99255

58	0.00000	542.79651
61	2.00001	774.99255
60	0.00000	774.99255

7
62
-2412.733	1418.855	-0.520
-2413.814	1418.075	-0.493
-1240.184	-204.999	-0.520
-1241.265	-205.779	-0.493
-1222.621	-229.321	-0.520
-1223.702	-230.101	-0.493
-1206.230	-252.021	-0.520
-1207.311	-252.802	-0.493
-1187.496	-277.965	-0.520
-1188.577	-278.746	-0.493
-1185.155	-281.208	-0.520
-1186.236	-281.988	-0.493
-1169.934	-302.287	-0.035
-1171.015	-303.067	0.000
-1161.330	-314.212	-0.040
-1162.397	-315.012	0.000
-1143.854	-336.685	-0.050
-1144.887	-337.528	0.000
-1139.236	-342.083	-0.053
-1140.234	-342.967	0.000
-1126.014	-356.499	-0.053
-1126.968	-357.431	0.000
-1106.202	-375.598	-0.053
-1107.092	-376.591	0.000
-1085.220	-393.107	-0.053
-1086.037	-394.161	0.000
-1063.042	-409.074	-0.053
-1063.782	-410.183	0.000
-1039.781	-423.417	-0.053
-1040.440	-424.576	0.000
-1015.556	-436.063	-0.053
-1016.130	-437.266	0.000
-990.490	-446.948	-0.053
-990.977	-448.190	0.000
-964.711	-456.017	-0.053
-965.108	-457.290	0.000
-938.350	-463.223	-0.053
-938.656	-464.521	0.000
-911.543	-468.529	-0.053
-911.755	-469.845	0.000
-884.459	-471.905	-0.053
-884.575	-473.233	0.000
-855.688	-473.365	-0.053
-855.708	-474.698	0.000
-829.406	-472.807	-0.044
-829.347	-474.140	0.000
-820.367	-472.195	-0.040
-820.270	-473.525	0.000
-805.268	-471.003	-0.035
-805.163	-472.332	0.000
-779.348	-468.957	-0.520
-779.243	-470.287	-0.493
-775.361	-468.643	-0.520
-775.256	-469.972	-0.493
-743.460	-466.126	-0.520
-743.355	-467.455	-0.493
-715.547	-463.923	-0.520
-715.442	-465.252	-0.493
-685.639	-461.563	-0.520
-685.535	-462.892	-0.493
471.743	-370.237	-0.520
471.848	-371.566	-0.493
60
0	0.00000	0.00000
1	1.00000	0.00000
3	1.00000	83.45589

0	0.00000	0.00000
3	1.00000	83.45589
2	0.00000	83.45589

2	0.00000	83.45589
3	1.00000	83.45589
5	1.00000	84.70589

2	0.00000	83.45589
5	1.00000	84.70589
4	0.00000	84.70589

4	0.00000	84.70589
5	1.00000	84.70589
7	1.00000	85.87256

4	0.00000	84.70589
7	1.00000	85.87256
6	0.00000	85.87256

6	0.00000	85.87256
7	1.00000	85.87256
9	1.00000	87.20588

6	0.00000	85.87256
9	1.00000	87.20588
8	0.00000	87.20588

8	0.00000	87.20588
9	1.00000	87.20588
11	1.00000	87.37255

8	0.00000	87.20588
11	1.00000	87.37255
10	0.00000	87.37255

10	0.00000	87.37255
11	1.00000	87.37255
13	1.00000	88.45589

10	0.00000	87.37255
13	1.00000	88.45589
12	0.00000	88.45589

12	0.00000	88.45589
13	1.00000	88.45589
15	1.00000	89.10383

12	0.00000	88.45589
15	1.00000	89.10383
14	0.00000	89.10383

14	0.00000	89.10383
15	1.00000	89.10383
17	1.00000	90.37058

14	0.00000	89.10383
17	1.00000	90.37058
16	0.00000	90.37058

16	0.00000	90.37058
17	1.00000	90.37058
19	1.00000	90.74710

16	0.00000	90.37058
19	1.00000	90.74710
18	0.00000	90.74710

18	0.00000	90.74710
19	1.00000	90.74710
21	1.00000	91.65768

18	0.00000	90.74710
21	1.00000	91.65768
20	0.00000	91.65768

20	0.00000	91.65768
21	1.00000	91.65768
23	1.00000	92.93504

20	0.00000	91.65768
23	1.00000	92.93504
22	0.00000	92.93504

22	0.00000	92.93504
23	1.00000	92.93504
25	1.00000	94.21452

22	0.00000	92.93504
25	1.00000	94.21452
24	0.00000	94.21452

24	0.00000	94.21452
25	1.00000	94.21452
27	1.00000	95.49401

24	0.00000	94.21452
27	1.00000	95.49401
26	0.00000	95.49401

26	0.00000	95.49401
27	1.00000	95.49401
29	1.00000	96.77351

26	0.00000	95.49401
29	1.00000	96.77351
28	0.00000	96.77351

28	0.00000	96.77351
29	1.00000	96.77351
31	1.00000	98.05299

28	0.00000	96.77351
31	1.00000	98.05299
30	0.00000	98.05299

30	0.00000	98.05299
31	1.00000	98.05299
33	1.00000	99.33249

30	0.00000	98.05299
33	1.00000	99.33249
32	0.00000	99.33249

32	0.00000	99.33249
33	1.00000	99.33249
35	1.00000	100.61197

32	0.00000	99.33249
35	1.00000	100.61197
34	0.00000	100.61197

34	0.00000	100.61197
35	1.00000	100.61197
37	1.00000	101.89146

34	0.00000	100.61197
37	1.00000	101.89146
36	0.00000	101.89146

36	0.00000	101.89146
37	1.00000	101.89146
39	1.00000	103.17095

36	0.00000	101.89146
39	1.00000	103.17095
38	0.00000	103.17095

38	0.00000	103.17095
39	1.00000	103.17095
41	1.00000	104.45081

38	0.00000	103.17095
41	1.00000	104.45081
